,loss,accuracy,val_loss,val_accuracy
0,1.2140648365020752,0.7618188261985779,0.7253528833389282,0.8571428656578064
1,0.641617476940155,0.8614218831062317,0.5205550193786621,0.9047619104385376
2,0.508200466632843,0.8697221279144287,0.552456259727478,0.8427128195762634
3,0.4441863000392914,0.8823529481887817,0.7100422978401184,0.887445867061615
4,0.406930536031723,0.8920966982841492,0.5235989689826965,0.8946608901023865
5,0.39127856492996216,0.9007578492164612,0.4119420051574707,0.9090909361839294
6,0.35785722732543945,0.9061710834503174,0.4376295506954193,0.9105339050292969
7,0.3649147152900696,0.9072536826133728,0.4966214895248413,0.8989899158477783
8,0.3437652289867401,0.9090580940246582,0.4274483025074005,0.9134199023246765
9,0.3325682282447815,0.9159148335456848,0.44098132848739624,0.9163058996200562
10,0.3566899001598358,0.9195236563682556,0.46221959590911865,0.8975468873977661
11,0.3662070035934448,0.9101407527923584,0.49239635467529297,0.8903318643569946
12,0.3215668499469757,0.9202454090118408,0.43800821900367737,0.9148629307746887
13,0.31702205538749695,0.9224106669425964,0.6075103282928467,0.9163058996200562
14,0.3684912621974945,0.9137495756149292,0.42911073565483093,0.9148629307746887
15,0.3210785388946533,0.9281847476959229,0.4189198911190033,0.9264069199562073
16,0.3113625645637512,0.9303500652313232,0.4049595296382904,0.9249639511108398
17,0.3094298243522644,0.9220498204231262,0.7562615871429443,0.8946608901023865
18,0.33106741309165955,0.9231324195861816,0.4351401627063751,0.9090909361839294
19,0.34430715441703796,0.9321544766426086,0.42323407530784607,0.9307359457015991
20,0.29423418641090393,0.9299891591072083,0.49268123507499695,0.9307359457015991
21,0.35950303077697754,0.929267406463623,0.36403122544288635,0.9249639511108398
22,0.28848060965538025,0.9350414872169495,0.4318060576915741,0.9220778942108154
23,0.2577769160270691,0.9310718178749084,0.42625635862350464,0.9278499484062195
24,0.2467270940542221,0.9364850521087646,0.6095014810562134,0.9264069199562073
25,0.2302796095609665,0.9408155679702759,0.5124006867408752,0.9235209226608276
26,0.23172925412654877,0.9400938153266907,0.5210971832275391,0.9163058996200562
27,0.32979822158813477,0.9231324195861816,0.4421869218349457,0.9264069199562073
28,0.3400863707065582,0.9285456538200378,0.5316655039787292,0.9249639511108398
29,0.2889882028102875,0.9404547214508057,0.5032212734222412,0.9350649118423462
30,0.25273680686950684,0.9310718178749084,0.39611613750457764,0.9379509091377258
31,0.2583220899105072,0.9408155679702759,0.5813578963279724,0.9264069199562073
32,0.2645016014575958,0.9350414872169495,0.4537065625190735,0.9134199023246765
33,0.26932263374328613,0.9375676512718201,0.5277318954467773,0.9278499484062195
34,0.23138248920440674,0.9397329688072205,0.49513787031173706,0.9119769334793091
35,0.24465879797935486,0.9375676512718201,0.5450224876403809,0.9408369660377502
36,0.22898037731647491,0.9437026381492615,0.5118898153305054,0.8860028982162476
37,0.2621316611766815,0.9382894039154053,0.6580756902694702,0.9264069199562073
38,0.26725533604621887,0.9408155679702759,0.6553906202316284,0.9033188819885254
39,0.23312900960445404,0.9408155679702759,0.5494984984397888,0.920634925365448
40,0.2147165685892105,0.9408155679702759,0.6470745801925659,0.9365079402923584
41,0.21029476821422577,0.9437026381492615,0.5370123982429504,0.9321789145469666
42,0.20099332928657532,0.9465897083282471,0.510407567024231,0.9307359457015991
43,0.195634126663208,0.9458678960800171,0.5431426763534546,0.9321789145469666
44,0.2019232213497162,0.9462288022041321,0.5411466956138611,0.9249639511108398
45,0.1993127167224884,0.9462288022041321,0.7214121222496033,0.9292929172515869
46,0.26062023639678955,0.9404547214508057,0.4773685932159424,0.9336219429969788
47,0.24224573373794556,0.9379285573959351,0.650956392288208,0.920634925365448
48,0.23776455223560333,0.9346806406974792,0.67941814661026,0.9292929172515869
49,0.23527632653713226,0.9390112161636353,0.5507742166519165,0.9177489280700684
