,loss,accuracy,val_loss,val_accuracy
0,1.0511929988861084,0.8004330396652222,0.4895969033241272,0.8888888955116272
1,0.46918657422065735,0.8841573596000671,0.3481498956680298,0.9134199023246765
2,0.36016133427619934,0.9101407527923584,0.3944735527038574,0.9119769334793091
3,0.2399982362985611,0.9195236563682556,0.37253719568252563,0.9105339050292969
4,0.19609448313713074,0.9379285573959351,0.3638383448123932,0.9437229633331299
5,0.16331225633621216,0.9469505548477173,0.5146186947822571,0.9379509091377258
6,0.201576367020607,0.9433417320251465,0.4781668484210968,0.8888888955116272
7,0.183803990483284,0.9310718178749084,0.4629368185997009,0.948051929473877
8,0.16183316707611084,0.9512811303138733,0.3684227466583252,0.9336219429969788
9,0.14942391216754913,0.9570552110671997,0.42813634872436523,0.9422799348831177
10,0.10791932791471481,0.9603031277656555,0.4114118218421936,0.948051929473877
11,0.0987556204199791,0.9653554558753967,0.46396076679229736,0.948051929473877
12,0.09682835638523102,0.9675207734107971,0.37963029742240906,0.9365079402923584
13,0.08624856173992157,0.9682425260543823,0.36189767718315125,0.9494949579238892
14,0.07816091924905777,0.9729339480400085,0.46602535247802734,0.9466089606285095
15,0.07077378034591675,0.974377453327179,0.5139015913009644,0.9437229633331299
16,0.06786708533763885,0.974377453327179,0.4302542209625244,0.9494949579238892
17,0.09627659618854523,0.9686033725738525,0.654080867767334,0.9379509091377258
18,0.16843655705451965,0.9530855417251587,0.5103214979171753,0.9451659321784973
19,0.09127259999513626,0.9678816199302673,0.501058042049408,0.9523809552192688
20,0.12126705050468445,0.9689642786979675,0.7098034024238586,0.939393937587738
21,0.10000840574502945,0.9729339480400085,0.46780312061309814,0.9451659321784973
22,0.08417341113090515,0.9736557006835938,0.529902458190918,0.9523809552192688
23,0.06733398884534836,0.9754601120948792,0.5423415899276733,0.9408369660377502
24,0.06509196013212204,0.9765427708625793,0.5559370517730713,0.9451659321784973
25,0.06246446445584297,0.9761818647384644,0.5535892844200134,0.939393937587738
26,0.06880438327789307,0.9758210182189941,0.5896390080451965,0.9494949579238892
27,0.06272086501121521,0.9765427708625793,0.5943014025688171,0.9494949579238892
28,0.06236161291599274,0.9765427708625793,0.5995181798934937,0.9509379267692566
29,0.06234005093574524,0.9765427708625793,0.6060448884963989,0.9509379267692566
30,0.0622149333357811,0.9765427708625793,0.6124088168144226,0.9509379267692566
31,0.06219186261296272,0.9765427708625793,0.6183404922485352,0.9509379267692566
32,0.06213616952300072,0.9765427708625793,0.625442624092102,0.9509379267692566
33,0.06214451417326927,0.9765427708625793,0.6304981708526611,0.9509379267692566
34,0.06207657977938652,0.9765427708625793,0.6372916102409363,0.9509379267692566
35,0.06201920285820961,0.9765427708625793,0.6444979310035706,0.9509379267692566
